Rank,Name,Won,Lost,Tied,Pct.
,UNC Greensboro,8,10,1,0.447
,Murray St.,7,9,3,0.447
,Gardner-Webb,6,8,5,0.447
,Drexel,6,8,5,0.447
193,South Fla.,6,8,4,0.444
,Akron,7,9,2,0.444
195,Jackson St.,7,9,1,0.441
,IPFW,7,9,1,0.441
,Central Conn. St.,5,7,5,0.441
198,Idaho,8,11,3,0.432
199,Charlotte,7,10,4,0.429
200,Boise St.,8,11,1,0.425
,Arkansas St.,7,10,3,0.425
,Loyola Marymount,7,10,3,0.425
,Eastern Ky.,7,10,3,0.425
204,Gonzaga,7,10,2,0.421
,Rhode Island,7,10,2,0.421
,McNeese St.,8,11,0,0.421
,Mississippi Val.,6,9,4,0.421
,Cal St. Northridge,7,10,2,0.421
,Arizona St.,8,11,0,0.421
,Niagara,7,10,2,0.421
,Oral Roberts,7,10,2,0.421
,Cincinnati,6,9,4,0.421
,Vanderbilt,8,11,0,0.421
214,Nebraska,7,10,1,0.417
,Binghamton,7,10,1,0.417
216,Sacramento St.,6,9,2,0.412
,Lehigh,6,9,2,0.412
218,Alcorn,5,8,3,0.406
219,Loyola Maryland,8,12,1,0.405
220,UC Santa Barbara,7,11,2,0.400
,Ohio,7,11,2,0.400
,Purdue,7,11,2,0.400
,Ga. Southern,7,11,2,0.400
224,Loyola Chicago,6,10,3,0.395
,Mississippi St.,6,10,3,0.395
,Weber St.,6,10,3,0.395
,TCU,7,11,1,0.395
,Air Force,6,10,3,0.395
,South Carolina St.,6,10,3,0.395
230,Mt. St. Mary's,6,10,2,0.389
,Chattanooga,6,10,2,0.389
232,Princeton,6,10,1,0.382
,Columbia,6,10,1,0.382
234,Georgia St.,7,12,1,0.375
235,American,6,11,2,0.368
,Appalachian St.,6,11,2,0.368
,Vermont,5,10,4,0.368
,Houston,6,11,2,0.368
,Iona,5,10,4,0.368
,Western Ill.,7,12,0,0.368
,Old Dominion,6,11,2,0.368
242,Maine,5,9,1,0.367
243,Montana,6,12,4,0.364
244,Saint Louis,5,10,3,0.361
,Fla. Atlantic,6,11,1,0.361
246,UALR,7,13,0,0.350
,La.-Lafayette,6,12,2,0.350
,Southern California,7,13,0,0.350
,Oklahoma,7,13,0,0.350
250,Southern U.,5,10,1,0.344
,Quinnipiac,5,10,1,0.344
,Bucknell,5,10,1,0.344
253,Northern Ariz.,3,9,7,0.342
,San Jose St.,6,12,1,0.342
,Indiana,6,12,1,0.342
,Citadel,5,11,3,0.342
,UAB,6,12,1,0.342
,Nicholls St.,6,12,1,0.342
259,Central Ark.,5,11,2,0.333
,Clemson,6,12,0,0.333
261,Bowling Green,6,13,1,0.325
262,Idaho St.,5,11,1,0.324
263,Drake,4,11,4,0.316
,New Hampshire,5,12,2,0.316
,George Washington,5,12,2,0.316
,Eastern Ill.,5,12,2,0.316
267,Southern Utah,4,11,3,0.306
,Hawaii,5,12,1,0.306
,Temple,5,12,1,0.306
270,Evansville,4,12,4,0.300
,San Francisco,6,14,0,0.300
272,Youngstown St.,3,10,4,0.294
,Stetson,4,11,2,0.294
274,Tennessee Tech,5,13,1,0.289
,Marshall,4,12,3,0.289
276,Green Bay,3,11,4,0.278
277,La.-Monroe,5,14,1,0.275
,Southern Miss.,4,13,3,0.275
279,Stony Brook,4,12,1,0.265
,Howard,4,12,1,0.265
,Fairleigh Dickinson,4,12,1,0.265
282,IUPUI,3,12,4,0.263
,Texas Southern,4,13,2,0.263
,Colorado,4,13,2,0.263
285,Dartmouth,4,12,0,0.250
,Lipscomb,4,13,1,0.250
,Francis Marion,4,13,1,0.250
288,Manhattan,3,12,2,0.235
,Indiana St.,4,13,0,0.235
290,Prairie View,4,16,2,0.227
291,UNC Asheville,4,15,1,0.225
292,VMI,3,13,2,0.222
,Arkansas,4,14,0,0.222
,Eastern Mich.,3,13,2,0.222
295,Pittsburgh,2,13,4,0.211
,Jacksonville St.,2,13,4,0.211
297,Holy Cross,2,12,3,0.206
298,Bakersfield,3,14,1,0.194
,Duquesne,3,14,1,0.194
,DePaul,3,14,1,0.194
301,Saint Peter's,3,15,1,0.184
302,Nevada,3,16,0,0.158
,Coastal Caro.,2,15,2,0.158
,Delaware St.,2,15,2,0.158
,Northern Ill.,2,15,2,0.158
,UNC Wilmington,3,16,0,0.158
307,Cornell,2,13,1,0.156
,Eastern Wash.,2,13,1,0.156
309,Northwestern,2,16,1,0.132
,USC Upstate,2,16,1,0.132
311,Alabama St.,2,17,1,0.125
312,NJIT,2,17,0,0.105
,Arizona,1,16,2,0.105
314,Alabama A&M,1,14,1,0.094
315,UMBC,0,14,3,0.088
316,Grambling,1,17,0,0.056
NR,Bryant,8,8,3,0.500
NR,Neb. Omaha,5,7,2,0.429
NR,North Dakota,6,9,3,0.417
NR,SIU Edwardsville,6,9,1,0.406
NR,Presbyterian,4,13,2,0.263
NR,South Dakota,1,15,3,0.132
